row_id,tomo_id,Motor axis 0,Motor axis 1,Motor axis 2,Array shape (axis 0),Array shape (axis 1),Array shape (axis 2),Voxel spacing,Number of motors
313,tomo_69d7c9,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
314,tomo_6a6a3b,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
315,tomo_6a84b7,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
316,tomo_6acb9e,80.0,74.93333333333334,114.62068965517241,300,960,928,13.1,1
317,tomo_6b1fd3,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
318,tomo_6bb452,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
319,tomo_6bc974,74.0,76.55172413793103,84.13793103448276,300,928,928,13.1,1
320,tomo_6c203d,165.0,41.06666666666666,38.62068965517241,300,960,928,13.1,1
321,tomo_6c4df3,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
322,tomo_6c5a26,175.0,82.66666666666667,65.93103448275862,300,960,928,15.6,1
323,tomo_6cb0f0,144.0,87.6,37.6551724137931,300,960,928,13.1,1
324,tomo_6cf2df,436.0,36.0,68.53333333333333,500,928,960,13.1,2
325,tomo_6cf2df,337.0,14.344827586206897,60.0,500,928,960,13.1,2
326,tomo_6d22d1,50.0,106.26666666666667,49.93103448275862,300,960,928,13.1,1
327,tomo_6df2d6,105.0,105.06666666666666,74.06896551724138,300,960,928,13.1,1
328,tomo_6e196d,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
329,tomo_6e237a,119.0,106.24400417101147,91.44827586206897,300,959,928,15.6,1
330,tomo_6f0ee4,165.0,44.846715328467155,27.862068965517242,300,959,928,15.6,1
331,tomo_6f2c1f,216.0,81.06666666666666,45.241379310344826,300,960,928,13.1,1
332,tomo_6f83d4,123.0,56.53333333333333,40.41379310344828,300,960,928,13.1,1
333,tomo_7036ee,166.0,75.86666666666666,99.86206896551724,300,960,928,13.1,1
334,tomo_711fad,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
335,tomo_71d2c0,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
336,tomo_71ece1,149.0,58.48275862068965,57.37931034482759,300,928,928,13.1,1
337,tomo_72763e,154.0,79.01564129301356,120.6896551724138,300,959,928,15.6,1
338,tomo_72b187,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
339,tomo_73173f,142.0,90.34482758620689,78.20689655172414,300,928,928,13.2,1
340,tomo_736dfa,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
341,tomo_738500,200.0,51.86666666666667,60.275862068965516,300,960,928,15.6,1
342,tomo_746d88,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
343,tomo_754447,201.0,28.675324675324674,61.456066945606686,500,924,956,19.7,2
344,tomo_754447,218.0,31.584415584415584,59.58158995815899,500,924,956,19.7,2
345,tomo_7550f4,134.0,66.66666666666667,97.93103448275862,300,960,928,16.8,1
346,tomo_769126,95.0,15.2,78.06896551724138,300,960,928,13.1,1
347,tomo_76a42b,181.0,66.26666666666667,87.58620689655173,300,960,928,13.1,1
348,tomo_774aae,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
349,tomo_78b03d,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
350,tomo_79756f,206.0,106.11053180396246,31.724137931034484,300,959,928,15.6,1
351,tomo_79a385,196.0,93.86666666666666,93.24137931034483,300,960,928,15.6,1
352,tomo_79d622,218.0,42.48275862068965,69.6551724137931,300,928,928,13.1,1
353,tomo_7a49bd,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
354,tomo_7a9b64,125.0,53.6,64.6896551724138,300,960,928,13.1,1
355,tomo_7b1ee3,182.0,86.8,86.34482758620689,300,960,928,13.1,1
356,tomo_7ca7c0,89.0,98.20689655172414,14.758620689655173,300,928,928,15.6,3
357,tomo_7ca7c0,125.0,46.206896551724135,8.137931034482758,300,928,928,15.6,3
358,tomo_7ca7c0,165.0,80.0,109.51724137931035,300,928,928,15.6,3
359,tomo_7cf523,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
360,tomo_7dc063,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
361,tomo_7dcfb8,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
362,tomo_7e3494,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
363,tomo_7eb641,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
364,tomo_7f0184,228.0,44.13333333333333,48.275862068965516,300,960,928,13.1,1
365,tomo_7fa3b1,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,19.2,0
366,tomo_7fbc49,0.0,74.13333333333333,49.51724137931034,300,960,928,13.1,1
367,tomo_806a8f,110.0,99.86666666666666,58.89655172413793,300,960,928,13.1,1
368,tomo_80bf0f,-1.0,-0.13333333333333333,-0.13793103448275862,500,960,928,16.8,0
369,tomo_813916,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
370,tomo_81445c,102.0,107.6,32.13793103448276,300,960,928,13.1,1
371,tomo_8174f5,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
372,tomo_821255,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
373,tomo_823bc7,160.0,47.46666666666667,111.03448275862068,300,960,928,13.1,1
374,tomo_82d780,107.0,48.8,79.17241379310344,300,960,928,15.6,1
375,tomo_8351d1,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
376,tomo_84997e,139.0,108.51303441084464,94.89655172413794,300,959,928,15.6,1
377,tomo_8554af,93.0,33.86666666666667,75.72413793103448,300,960,928,15.6,1
378,tomo_85708b,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
379,tomo_85edfd,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
380,tomo_85fa87,152.0,49.25130344108447,5.655172413793103,300,959,928,15.6,1
381,tomo_8634ee,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
382,tomo_868255,243.0,49.733333333333334,108.13793103448276,300,960,928,15.6,1
383,tomo_881d84,189.0,70.26666666666667,54.206896551724135,300,960,928,16.8,1
384,tomo_88af60,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
385,tomo_891730,244.0,25.733333333333334,53.37931034482759,300,960,928,13.1,1
386,tomo_891afe,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
387,tomo_89d156,138.0,56.55172413793103,48.41379310344828,300,928,928,13.1,1
388,tomo_8acc4b,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
389,tomo_8b6795,141.0,29.333333333333332,21.93103448275862,300,960,928,13.1,1
390,tomo_8c13d9,119.0,60.96551724137931,39.310344827586206,300,928,928,13.1,1
391,tomo_8d231b,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
392,tomo_8d2d48,117.0,94.61471861471861,81.5397489539749,300,924,956,19.7,4
393,tomo_8d2d48,154.0,51.80952380952381,107.91631799163179,300,924,956,19.7,4
394,tomo_8d2d48,115.0,99.87878787878788,80.87029288702928,300,924,956,19.7,4
395,tomo_8d2d48,136.0,49.59307359307359,114.61087866108785,300,924,956,19.7,4
396,tomo_8d5995,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
397,tomo_8e30f5,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
398,tomo_8e4919,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
399,tomo_8e4f7d,131.0,79.06666666666666,66.20689655172414,300,960,928,13.1,1
400,tomo_8e58f1,111.0,56.266666666666666,38.62068965517241,300,960,928,15.6,1
401,tomo_8e8368,169.0,39.37434827945777,82.75862068965517,300,959,928,15.6,1
402,tomo_8e90f9,157.0,52.8,97.51724137931035,300,960,928,16.8,1
403,tomo_8ee8fd,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.1,0
404,tomo_8f063a,159.0,50.93333333333333,13.655172413793103,300,960,928,13.1,1
405,tomo_8f4d60,120.0,60.0,63.03448275862069,300,960,928,15.6,1
406,tomo_8f5995,157.0,44.0,30.344827586206897,300,960,928,13.1,1
407,tomo_91031e,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
408,tomo_918e2b,210.0,65.2,74.48275862068965,300,960,928,13.1,1
409,tomo_91beab,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
410,tomo_91c84c,126.0,61.6,88.0,300,960,928,15.6,1
411,tomo_935ae0,133.0,77.06666666666666,16.96551724137931,300,960,928,13.1,1
412,tomo_935f8a,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
413,tomo_93c0b4,43.0,91.06666666666666,44.13793103448276,300,960,928,13.1,1
414,tomo_94a841,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
415,tomo_94c173,59.0,72.13333333333333,50.89655172413793,300,960,928,13.1,1
416,tomo_957567,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
417,tomo_95c0eb,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
418,tomo_95e699,150.0,45.86666666666667,60.55172413793103,300,960,928,13.1,1
419,tomo_9674bf,90.0,80.13333333333333,21.517241379310345,300,960,928,13.1,1
420,tomo_971966,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
421,tomo_9722d1,286.0,11.082251082251082,85.9581589958159,500,924,956,19.7,2
422,tomo_9722d1,269.0,9.281385281385282,89.7071129707113,500,924,956,19.7,2
423,tomo_974fd4,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
424,tomo_975287,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
425,tomo_97876d,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
426,tomo_97a2c6,158.0,53.92283628779979,25.103448275862068,300,959,928,15.6,1
427,tomo_983fce,-1.0,-0.13793103448275862,-0.13333333333333333,500,928,960,13.1,0
428,tomo_98686a,226.0,78.13333333333333,75.17241379310344,300,960,928,13.1,1
429,tomo_98d455,173.0,106.6444212721585,22.344827586206897,300,959,928,15.6,1
430,tomo_997240,179.0,67.74025974025975,116.35146443514644,500,924,956,19.7,2
431,tomo_997240,199.0,66.9090909090909,118.09205020920501,500,924,956,19.7,2
432,tomo_997437,123.0,100.63816475495308,105.37931034482759,300,959,928,15.6,1
433,tomo_9986f0,208.0,74.13333333333333,51.86206896551724,300,960,928,13.1,1
434,tomo_9997b3,237.0,65.46666666666667,60.96551724137931,300,960,928,15.6,1
435,tomo_99a3ce,81.0,76.53333333333333,91.72413793103448,300,960,928,13.1,1
436,tomo_9a7701,166.0,35.74025974025974,11.648535564853555,500,924,956,19.7,6
437,tomo_9a7701,220.0,30.614718614718615,102.02510460251045,500,924,956,19.7,6
438,tomo_9a7701,206.0,32.0,104.836820083682,500,924,956,19.7,6
439,tomo_9a7701,229.0,32.83116883116883,106.30962343096233,500,924,956,19.7,6
440,tomo_9a7701,191.0,34.90909090909091,12.317991631799162,500,924,956,19.7,6
441,tomo_9a7701,213.0,34.77056277056277,107.64853556485355,500,924,956,19.7,6
442,tomo_9ae65f,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
443,tomo_9aee96,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
444,tomo_9c0253,209.0,54.4,113.24137931034483,300,960,928,13.1,1
445,tomo_9cd09e,124.0,108.93333333333334,106.48275862068965,300,960,928,13.1,1
446,tomo_9cde9d,-1.0,-0.13793103448275862,-0.13793103448275862,600,928,928,19.3,0
447,tomo_9d3a0e,157.0,104.93333333333334,48.96551724137931,300,960,928,13.1,1
448,tomo_9dbc12,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
449,tomo_9ed470,160.0,36.03753910323253,91.72413793103448,300,959,928,15.6,1
450,tomo_9f1828,113.0,29.230448383733055,91.72413793103448,300,959,928,15.6,1
451,tomo_9f222a,141.0,40.266666666666666,72.0,300,960,928,16.8,1
452,tomo_9f424e,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
453,tomo_9f918e,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
454,tomo_9fc2b6,128.0,97.06666666666666,78.62068965517241,300,960,928,13.1,1
455,tomo_a020d7,202.0,60.41379310344828,44.13793103448276,300,928,928,13.1,1
456,tomo_a0cb00,88.0,70.53333333333333,96.55172413793103,300,960,928,13.1,1
457,tomo_a1a9a3,78.0,78.66666666666667,17.241379310344826,300,960,928,15.6,1
458,tomo_a2a928,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
459,tomo_a2bf30,152.0,34.666666666666664,64.0,300,960,928,16.8,1
460,tomo_a37a5c,161.0,99.83733055265903,97.79310344827586,300,959,928,15.6,1
461,tomo_a3ed10,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
462,tomo_a46b26,175.0,65.6,90.75862068965517,300,960,928,15.6,1
463,tomo_a4c52f,94.0,56.13333333333333,55.44827586206897,300,960,928,15.6,1
464,tomo_a4f419,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
465,tomo_a537dd,49.0,68.26666666666667,51.44827586206897,300,960,928,15.6,1
466,tomo_a549d6,170.0,47.333333333333336,101.37931034482759,300,960,928,13.1,2
467,tomo_a549d6,97.0,35.733333333333334,106.34482758620689,300,960,928,13.1,2
468,tomo_a5ac23,171.0,58.46089676746611,19.03448275862069,300,959,928,15.6,2
469,tomo_a5ac23,169.0,76.61313868613139,123.44827586206897,300,959,928,15.6,2
470,tomo_a6646f,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
471,tomo_a67e9f,277.0,21.88744588744589,103.6317991631799,500,924,956,19.7,1
472,tomo_a72a52,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
473,tomo_a75c98,107.0,60.8,47.724137931034484,300,960,928,13.1,1
474,tomo_a8073d,387.0,8.137931034482758,25.066666666666666,500,928,960,13.1,3
475,tomo_a8073d,433.0,65.51724137931035,46.93333333333333,500,928,960,13.1,3
476,tomo_a8073d,435.0,42.48275862068965,38.0,500,928,960,13.1,3
477,tomo_a81e01,162.0,37.10531803962461,9.655172413793103,300,959,928,15.6,1
478,tomo_a84050,80.0,106.34482758620689,20.689655172413794,300,928,928,13.1,2
479,tomo_a84050,150.0,63.172413793103445,83.58620689655173,300,928,928,13.1,2
480,tomo_a8bf76,143.0,44.666666666666664,52.82758620689655,300,960,928,13.1,1
481,tomo_a910fe,78.0,50.266666666666666,44.96551724137931,300,960,928,13.1,1
482,tomo_a9d067,250.0,91.01298701298701,75.51464435146443,500,924,956,19.7,3
483,tomo_a9d067,192.0,88.93506493506493,99.74895397489539,500,924,956,19.7,3
484,tomo_a9d067,199.0,92.25974025974025,97.07112970711296,500,924,956,19.7,3
485,tomo_aaa1fd,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
486,tomo_ab30af,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
487,tomo_ab78d0,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
488,tomo_ab804d,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
489,tomo_abac2e,155.0,71.40771637122002,13.241379310344827,300,959,928,15.6,1
490,tomo_abb45a,156.0,99.73333333333333,94.89655172413794,300,960,928,13.1,1
491,tomo_abbd3b,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
492,tomo_ac4f0d,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
493,tomo_ac9fef,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
494,tomo_acadd7,60.0,65.06666666666666,104.6896551724138,300,960,928,15.6,1
495,tomo_adc026,157.0,57.660062565172055,107.03448275862068,300,959,928,15.6,1
496,tomo_ae347a,180.0,107.35930735930737,79.7991631799163,500,924,956,19.7,2
497,tomo_ae347a,206.0,109.16017316017316,77.7907949790795,500,924,956,19.7,2
498,tomo_aeaf51,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
499,tomo_aec312,239.0,75.08225108225108,51.012552301255226,500,924,956,19.7,2
500,tomo_aec312,250.0,73.6969696969697,54.49372384937238,500,924,956,19.7,2
501,tomo_aff073,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
502,tomo_b03f81,116.0,58.53333333333333,105.79310344827586,300,960,928,13.1,1
503,tomo_b0ded6,267.0,47.515151515151516,111.66527196652719,500,924,956,19.7,2
504,tomo_b0ded6,247.0,46.40692640692641,112.20083682008367,500,924,956,19.7,2
505,tomo_b0e5c6,133.0,81.79310344827586,118.75862068965517,300,928,928,15.6,1
506,tomo_b10aa4,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
507,tomo_b11ddc,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,19.2,0
508,tomo_b18127,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
509,tomo_b24f1a,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
510,tomo_b28579,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
511,tomo_b2b342,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
512,tomo_b2eb0c,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
513,tomo_b2ebbc,107.0,61.46666666666667,32.275862068965516,300,960,928,13.1,1
514,tomo_b33d4e,434.0,32.689655172413794,97.86666666666666,500,928,960,13.1,2
515,tomo_b33d4e,412.0,39.310344827586206,102.53333333333333,500,928,960,13.1,2
516,tomo_b4a1f0,208.0,100.15584415584415,53.82426778242677,500,924,956,19.7,4
517,tomo_b4a1f0,226.0,100.15584415584415,49.94142259414225,500,924,956,19.7,4
518,tomo_b4a1f0,202.0,99.18614718614718,49.138075313807526,500,924,956,19.7,4
519,tomo_b4a1f0,223.0,94.06060606060606,118.62761506276149,500,924,956,19.7,4
520,tomo_b4d92b,96.0,83.33333333333333,89.24137931034483,300,960,928,13.1,1
521,tomo_b4d9da,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
522,tomo_b50c0f,143.0,97.93103448275862,107.44827586206897,300,928,928,15.6,1
523,tomo_b54396,40.0,84.0,46.206896551724135,300,960,928,13.1,1
524,tomo_b7becf,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
525,tomo_b7d014,176.0,52.55172413793103,36.53333333333333,500,928,960,13.1,2
526,tomo_b7d014,181.0,76.6896551724138,43.86666666666667,500,928,960,13.1,2
527,tomo_b7d94c,105.0,99.6,90.89655172413794,300,960,928,13.1,1
528,tomo_b80310,123.0,59.172413793103445,40.82758620689655,300,928,928,13.1,1
529,tomo_b8595d,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
530,tomo_b87c8e,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
531,tomo_b8f096,142.0,79.46666666666667,80.55172413793103,300,960,928,13.1,1
532,tomo_b9088c,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
533,tomo_b93a2d,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
534,tomo_b98cf6,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
535,tomo_b9de3e,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
536,tomo_b9eb9a,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
537,tomo_ba37ec,149.0,80.13333333333333,50.3448275862069,300,960,928,15.6,1
538,tomo_ba76d8,-1.0,-0.13793103448275862,-0.13793103448275862,800,928,928,19.3,0
539,tomo_ba9b3d,139.0,114.25234619395204,47.310344827586206,300,959,928,15.6,1
540,tomo_bad724,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
541,tomo_bad7b3,194.0,51.119916579770596,94.06896551724138,300,959,928,15.6,2
542,tomo_bad7b3,142.0,23.62460896767466,102.75862068965517,300,959,928,15.6,2
543,tomo_bb5ac1,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
544,tomo_bb9df3,244.0,82.53333333333333,52.41379310344828,300,960,928,15.6,1
545,tomo_bbe766,195.0,114.11887382690303,39.724137931034484,300,959,928,15.6,1
546,tomo_bc143f,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
547,tomo_bcb115,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
548,tomo_bd42fa,-1.0,-0.13793103448275862,-0.13333333333333333,500,928,960,13.1,0
549,tomo_bdc097,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
550,tomo_bdd3a0,141.0,108.64650677789365,81.37931034482759,300,959,928,15.6,1
551,tomo_bde7f3,235.0,72.26666666666667,39.03448275862069,300,960,928,13.1,1
552,tomo_be4a3a,111.0,80.35036496350365,123.58620689655172,300,959,928,15.6,1
553,tomo_be9b98,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
554,tomo_bebadf,143.0,48.0,56.55172413793103,300,960,928,13.1,1
555,tomo_bede89,157.0,79.6,91.17241379310344,300,960,928,13.1,1
556,tomo_bf1398,235.0,80.76190476190476,24.769874476987447,500,924,956,19.7,2
557,tomo_bf1398,237.0,76.05194805194805,21.824267782426777,500,924,956,19.7,2
558,tomo_bfd5ea,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
559,tomo_bfdf19,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
560,tomo_c00ab5,104.0,70.53333333333333,64.0,300,960,928,13.1,1
561,tomo_c10f64,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,19.2,0
562,tomo_c11e12,171.0,91.69551616266945,85.51724137931035,300,959,928,15.6,1
563,tomo_c13fbf,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
564,tomo_c3619a,-1.0,-0.13793103448275862,-0.13793103448275862,300,928,928,16.8,0
565,tomo_c36b4b,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
566,tomo_c36baf,92.0,54.13333333333333,91.03448275862068,300,960,928,13.1,1
567,tomo_c38e83,-1.0,-0.13793103448275862,-0.13333333333333333,500,928,960,13.1,0
568,tomo_c46d3c,202.0,70.4,81.6551724137931,300,960,928,13.1,1
569,tomo_c4a4bb,204.0,82.13333333333333,64.9655172413793,300,960,928,13.1,1
570,tomo_c4bfe2,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
571,tomo_c4db00,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,13.1,0
572,tomo_c596be,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
573,tomo_c649f8,146.0,106.39999999999999,87.58620689655173,300,960,928,13.1,1
574,tomo_c678d9,142.0,37.37931034482759,57.93103448275862,300,928,928,16.8,1
575,tomo_c6f50a,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
576,tomo_c77de0,-1.0,-0.06694560669456066,-0.06930157011369789,494,1912,1847,6.5,0
577,tomo_c7a40f,-1.0,-0.125,-0.08888888888888889,500,1024,1440,13.3,0
578,tomo_c7b008,83.0,64.53333333333333,117.79310344827586,300,960,928,15.6,1
579,tomo_c84b46,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
580,tomo_c84b8e,147.0,42.266666666666666,93.93103448275862,300,960,928,13.1,2
581,tomo_c8f3ce,135.0,23.862068965517242,29.517241379310345,300,928,928,15.6,1
582,tomo_c925ee,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
583,tomo_c9d07c,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,16.1,0
584,tomo_ca1d13,364.0,9.931034482758621,91.73333333333333,500,928,960,13.1,1
585,tomo_ca472a,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
586,tomo_ca8be0,-1.0,-0.13793103448275862,-0.13793103448275862,500,928,928,19.3,0
587,tomo_cabaa0,-1.0,-0.13852813852813853,-0.13389121338912133,500,924,956,19.7,0
588,tomo_cacb75,240.0,20.4,69.93103448275862,300,960,928,15.6,1
589,tomo_cad74b,388.0,115.58620689655173,85.2,500,928,960,13.1,3
590,tomo_cad74b,398.0,90.62068965517241,74.93333333333334,500,928,960,13.1,3
591,tomo_cad74b,389.0,32.96551724137931,50.666666666666664,500,928,960,13.1,3
592,tomo_cae587,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,15.6,0
593,tomo_cb5ec6,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
594,tomo_cc2b5c,118.0,59.06666666666666,65.79310344827586,300,960,928,16.8,1
595,tomo_cc3fc4,199.0,51.86666666666667,30.068965517241377,300,960,928,13.1,1
596,tomo_cc65a9,136.0,35.46666666666667,67.03448275862068,300,960,928,15.6,1
597,tomo_cd1a7c,162.0,64.93333333333334,96.9655172413793,300,960,928,16.8,1
598,tomo_cf0875,41.0,74.66666666666667,91.58620689655173,300,960,928,13.1,1
599,tomo_cf53d0,235.0,54.206896551724135,43.58620689655172,300,928,928,13.1,1
600,tomo_cf5bfc,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
601,tomo_cff77a,242.0,65.33333333333333,73.93103448275862,300,960,928,15.6,1
602,tomo_d0699e,-1.0,-0.13333333333333333,-0.13793103448275862,300,960,928,16.8,0
603,tomo_d0aa3b,164.0,86.20689655172414,109.24137931034483,300,928,928,15.6,1
604,tomo_d0c025,158.0,76.0,99.17241379310344,300,960,928,13.1,1
605,tomo_d0d9b6,-1.0,-0.13807982740021574,-0.1334723670490094,800,927,959,13.1,0
606,tomo_d21396,116.0,29.096976016684046,52.689655172413794,300,959,928,15.6,1
607,tomo_d23087,88.0,63.333333333333336,49.241379310344826,300,960,928,13.1,1
608,tomo_d2339b,105.0,83.46666666666667,73.37931034482759,300,960,928,13.1,1
609,tomo_d26fcb,118.0,40.666666666666664,79.03448275862068,300,960,928,13.1,1
610,tomo_d2b1bc,95.0,71.33333333333333,26.482758620689655,300,960,928,13.1,1
611,tomo_d31c96,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
612,tomo_d396b5,164.0,69.06666666666666,15.862068965517242,300,960,928,15.6,1
613,tomo_d3bef7,128.0,87.6,88.9655172413793,300,960,928,13.1,1
614,tomo_d5465a,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,13.1,0
615,tomo_d56709,168.0,66.49350649350649,117.15481171548116,500,924,956,19.7,2
616,tomo_d56709,190.0,62.61471861471861,118.89539748953973,500,924,956,19.7,2
617,tomo_d5aa20,-1.0,-0.13793103448275862,-0.13333333333333333,800,928,960,16.1,0
618,tomo_d634b7,123.0,74.53333333333333,52.689655172413794,300,960,928,13.1,1
619,tomo_d662b0,222.0,123.84415584415585,51.54811715481171,500,924,956,19.7,6
620,tomo_d662b0,183.0,76.74458874458874,94.7949790794979,500,924,956,19.7,6
621,tomo_d662b0,204.0,78.26839826839827,95.19665271966527,500,924,956,19.7,6
622,tomo_d662b0,214.0,58.5974025974026,25.439330543933053,500,924,956,19.7,6
623,tomo_d662b0,206.0,54.58008658008658,23.16317991631799,500,924,956,19.7,6
